Unit_ID,Unit_Name,Unit_Name_HE,English,Hebrew,IPA,Example_EN_1,Example_HE_1,Example_EN_2,Example_HE_2,POS,Collocation,CommonMistake_HE,Synonyms,Antonyms,Mnemonic_HE,Image_Keyword,Tags
11,Culture,Culture,culture_word_19,Culture מילה 19,/culture_word_19/,Example for culture_word_19,דוגמה,,,noun,culture_word_19,,,,,culture_word_19,ESL-Pals::Unit11
11,Culture,Culture,culture_word_20,Culture מילה 20,/culture_word_20/,Example for culture_word_20,דוגמה,,,noun,culture_word_20,,,,,culture_word_20,ESL-Pals::Unit11
12,Goals,Goals,goals_word_1,Goals מילה 1,/goals_word_1/,Example for goals_word_1,דוגמה,,,noun,goals_word_1,,,,,goals_word_1,ESL-Pals::Unit12
12,Goals,Goals,goals_word_2,Goals מילה 2,/goals_word_2/,Example for goals_word_2,דוגמה,,,noun,goals_word_2,,,,,goals_word_2,ESL-Pals::Unit12
12,Goals,Goals,goals_word_3,Goals מילה 3,/goals_word_3/,Example for goals_word_3,דוגמה,,,noun,goals_word_3,,,,,goals_word_3,ESL-Pals::Unit12
12,Goals,Goals,goals_word_4,Goals מילה 4,/goals_word_4/,Example for goals_word_4,דוגמה,,,noun,goals_word_4,,,,,goals_word_4,ESL-Pals::Unit12
12,Goals,Goals,goals_word_5,Goals מילה 5,/goals_word_5/,Example for goals_word_5,דוגמה,,,noun,goals_word_5,,,,,goals_word_5,ESL-Pals::Unit12
12,Goals,Goals,goals_word_6,Goals מילה 6,/goals_word_6/,Example for goals_word_6,דוגמה,,,noun,goals_word_6,,,,,goals_word_6,ESL-Pals::Unit12
12,Goals,Goals,goals_word_7,Goals מילה 7,/goals_word_7/,Example for goals_word_7,דוגמה,,,noun,goals_word_7,,,,,goals_word_7,ESL-Pals::Unit12
12,Goals,Goals,goals_word_8,Goals מילה 8,/goals_word_8/,Example for goals_word_8,דוגמה,,,noun,goals_word_8,,,,,goals_word_8,ESL-Pals::Unit12
12,Goals,Goals,goals_word_9,Goals מילה 9,/goals_word_9/,Example for goals_word_9,דוגמה,,,noun,goals_word_9,,,,,goals_word_9,ESL-Pals::Unit12
12,Goals,Goals,goals_word_10,Goals מילה 10,/goals_word_10/,Example for goals_word_10,דוגמה,,,noun,goals_word_10,,,,,goals_word_10,ESL-Pals::Unit12
12,Goals,Goals,goals_word_11,Goals מילה 11,/goals_word_11/,Example for goals_word_11,דוגמה,,,noun,goals_word_11,,,,,goals_word_11,ESL-Pals::Unit12
12,Goals,Goals,goals_word_12,Goals מילה 12,/goals_word_12/,Example for goals_word_12,דוגמה,,,noun,goals_word_12,,,,,goals_word_12,ESL-Pals::Unit12
12,Goals,Goals,goals_word_13,Goals מילה 13,/goals_word_13/,Example for goals_word_13,דוגמה,,,noun,goals_word_13,,,,,goals_word_13,ESL-Pals::Unit12
12,Goals,Goals,goals_word_14,Goals מילה 14,/goals_word_14/,Example for goals_word_14,דוגמה,,,noun,goals_word_14,,,,,goals_word_14,ESL-Pals::Unit12
12,Goals,Goals,goals_word_15,Goals מילה 15,/goals_word_15/,Example for goals_word_15,דוגמה,,,noun,goals_word_15,,,,,goals_word_15,ESL-Pals::Unit12
12,Goals,Goals,goals_word_16,Goals מילה 16,/goals_word_16/,Example for goals_word_16,דוגמה,,,noun,goals_word_16,,,,,goals_word_16,ESL-Pals::Unit12
12,Goals,Goals,goals_word_17,Goals מילה 17,/goals_word_17/,Example for goals_word_17,דוגמה,,,noun,goals_word_17,,,,,goals_word_17,ESL-Pals::Unit12
12,Goals,Goals,goals_word_18,Goals מילה 18,/goals_word_18/,Example for goals_word_18,דוגמה,,,noun,goals_word_18,,,,,goals_word_18,ESL-Pals::Unit12
12,Goals,Goals,goals_word_19,Goals מילה 19,/goals_word_19/,Example for goals_word_19,דוגמה,,,noun,goals_word_19,,,,,goals_word_19,ESL-Pals::Unit12
12,Goals,Goals,goals_word_20,Goals מילה 20,/goals_word_20/,Example for goals_word_20,דוגמה,,,noun,goals_word_20,,,,,goals_word_20,ESL-Pals::Unit12
